Venue,Venue ID,Venue Latitude,Venue Longitude,Venue Category,Borough
Via Peppino Impastato,4cb173831463a14396d4a5a9,40.895384,14.247106,History Museum,Scampia
Bar Tabacchi Scampia,5a3264880a08ab7651982378,40.896786,14.247254000000002,Bar,Scampia
Mezzanotte,5dc893a0b25f190008805c45,40.902075,14.239265,Indie Movie Theater,Scampia
Parco Gaetano Errico,4da4e1327ccc816ebcae9b7b,40.890425889517545,14.267300086942505,Park,Secondigliano
il Piccolo Chalet,4fb2b3d7e4b0a0d79aa3ae4f,40.88930582817754,14.265159281160596,Café,Secondigliano
Stazionamento ANM Linea 184,4da1b8ca63b5a35d45fced19,40.88984107896224,14.268829246275635,Bus Station,Secondigliano
I Maestri Pizzaioli,4d7bd86dda568cfaaeb059ff,40.884592351080435,14.271706726193244,Pizza Place,Secondigliano
Piazza Capodichino,4e75ef01c65bb91db4929de6,40.88234561954053,14.272393856041806,Plaza,San Pietro a Patierno
La brace 2,50142d96e4b01be6226095f1,40.887869549926975,14.276959661423714,Pizza Place,Secondigliano
Fitness Village,4e77a200c65bb91db551c599,40.88854905563594,14.270037184658491,Yoga Studio,Secondigliano
la francese,5196c68e498e69948d3bd6a5,40.90071487426758,14.258056640625,Bar,Secondigliano
Mercato Rionale Secondigliano,4e67476f18385016283ee644,40.90178942372722,14.267226265524346,Shop & Service,Secondigliano
Chenzo,500e976ee4b06093ff6f1c26,40.8939476787189,14.266294983187112,Boutique,Secondigliano
Pizzeria Da Sergio,4e4978a4b61c6886484eb3b2,40.890954,14.264219,Pizza Place,Secondigliano
Co.Bi. Ferro di Biscardo Francesco,5b47991caa6c95002c331ae3,40.904225916580636,14.260488716602369,Construction & Landscaping,Secondigliano
Mg Pubblicita',58db493cef469469d15978b2,40.90425,14.260720000000001,Advertising Agency,Secondigliano
Solo Parquet S.a.s.,5da06dbb772b250008a428b7,40.899506099999996,14.2587853,Home Service,Secondigliano
Penny Market,4f4baab5e4b0c132f43975c1,40.879590036111935,14.271621545035016,Grocery Store,San Carlo all'Arena
Lvs Market,53397624498ef9b7a5e9137a,40.8928345,14.295492000000001,Electronics Store,Outside
Hotel Luxor,5191e57b498ef25109d6e27c,40.893797,14.293789000000002,Hotel,Outside
Magragrecria,51261aa9e4b0022f90c80f5f,40.891132,14.299701,Greek Restaurant,Outside
Pasticceria Bellavia,4e032c39e4cdbd9a517676e9,40.87739070189126,14.282290935516356,Dessert Shop,San Pietro a Patierno
DUBL food & bubbles,54152a23498e79ad23f5dee4,40.878250822808525,14.283722802851827,Wine Bar,San Pietro a Patierno
Victoria's Secret,5346cb36498e3151ed6b9b7c,40.87768097777071,14.282689026578126,Lingerie Store,San Pietro a Patierno
Mozzarella di Bufala Campana D.O.P,4d46a011e198721e06b6d08b,40.878337642640254,14.283093404249364,Cheese Shop,San Pietro a Patierno
Giappo,53dd565f498ec60b094e3f82,40.87807174154168,14.281733713898436,Noodle House,San Pietro a Patierno
Giuseppe la Bufala pizzicheria,55f6a33f498e888efaf9b8e3,40.877521911547866,14.281893703546993,Buffet,San Pietro a Patierno
Venchi cioccogelateria,4f9451c9121d5762959ee280,40.87804660262453,14.281855621176465,Dessert Shop,San Pietro a Patierno
Fratelli La Bufala,518d37bf498ebb71fd73721e,40.87753788480032,14.281960724736031,Pizza Place,San Pietro a Patierno
Hertz,4e3800e8149579ccbaf3102e,40.87315,14.281379999999999,Rental Car Location,San Pietro a Patierno
"Aeroporto Internazionale di Napoli Capodichino ""Ugo Niutta"" (NAP) (Aeroporto Internazionale di Napoli Capodichino ""Ugo Niutta"")",4c68f0358d22c9286d05b645,40.87796518494483,14.282564896013858,Airport,San Pietro a Patierno
Ristorante San Gregorio,5567588d498e95a82f579ee1,40.87807465207409,14.281743922976187,Italian Restaurant,San Pietro a Patierno
McDonald's,4f75bc6ee4b02125ab552d82,40.87716686624453,14.283076115001538,Fast Food Restaurant,San Pietro a Patierno
Terrazza Napoli,4dac3055fa8cc764975ce5a9,40.877716,14.28209,Café,San Pietro a Patierno
Feltrinelli Express,4efe06518b81b01909255c6f,40.878124825225065,14.282797742276484,Bookstore,San Pietro a Patierno
Capri Natura,4d92bdb652ed224b99f00dac,40.87859729391354,14.283172568755514,Gourmet Shop,San Pietro a Patierno
Europcar,4e732d94d4c0c01bf80e0700,40.873570474587105,14.28121550453111,Rental Car Location,San Pietro a Patierno
Capodichino International Hotel,4bc8f799762beee1e6c03d38,40.8729546496229,14.281571044232896,Hotel,San Pietro a Patierno
Air Terminal Cafe,4eb9103f7ee5024d8085eb10,40.880274372334796,14.290714429041516,Café,San Pietro a Patierno
Capodichino Fitness Zone,4eaa61b130f823f86dd80f75,40.88124259785312,14.292185734405265,Gym,San Pietro a Patierno
Bella Napoli,5141c41be4b0132fe89eedca,40.88227164524167,14.292674176561313,Fast Food Restaurant,San Pietro a Patierno
Capo Mini NEX,4eb7cd2de30006eb131b99e6,40.88239948903585,14.292577623911376,Convenience Store,San Pietro a Patierno
Subway,4eb53b52dab4fe51118b211e,40.88260411925151,14.292969514478589,Sandwich Place,San Pietro a Patierno
Capo Landing,4ce3dd0f748d6ea89f27cd50,40.88322804120705,14.292735840500894,Pizza Place,San Pietro a Patierno
Area di Servizio Doganella,4e9ed41e6da161b08db7672a,40.87266600439568,14.279160330165286,Rest Area,San Carlo all'Arena
McDonald's,4c54787e30f92d7f45808bba,40.87285626114637,14.279561709812384,Fast Food Restaurant,San Carlo all'Arena
La Lucerna,4ccde3d4c9b846883db2c5c3,40.87216467034602,14.282127600388167,Pizza Place,San Pietro a Patierno
Impresa di Pulizia New Service,589026e5e786b22517adb02d,40.8811,14.31238,Home Service,Outside
Nastri Flex,58f01c2262420b4cd679e01b,40.88191,14.31259,Paper / Office Supplies Store,Outside
Pizzeria Francesco Rocco,5e57c7760e438900083603ce,40.883106899999994,14.312602300000002,Deli / Bodega,Outside
i'amme,57cbb5a7498eb8c815dacc72,40.884594,14.288306,Bakery,San Pietro a Patierno
Alta Gastronomia Viscovo,517a7641498e4dd18ac0ec2d,40.875991498103545,14.304783525067785,Restaurant,San Pietro a Patierno
Ortopedia Zungri Dr. Franco,59d83025065ef555f26c6717,40.877390000000005,14.30134,Lingerie Store,San Pietro a Patierno
a.s.d. Real Poggio,4d02a28ca268548146efacbd,40.879205999999996,14.301522,Soccer Field,San Pietro a Patierno
Capo Inn Suites,4ec785140aaf9c3ccc5c6f94,40.88312169067425,14.293548832912819,Hotel,San Pietro a Patierno
Capo Fit Zone,4ea81c44e3003a42bcd62849,40.88314596112679,14.29294261121025,Gym / Fitness Center,San Pietro a Patierno
Gate B15,4e57aa92d16491e0ae4c073b,40.877998849469684,14.283280473528153,Airport Gate,San Pietro a Patierno
Briciole Bar,51dab5d0498e015229c157bf,40.878355950655724,14.283149719929293,Café,San Pietro a Patierno
comfortfoodcafe,575bdfd2498e32bff8434ae1,40.877654,14.282534,Café,San Pietro a Patierno
Farine,5aae12242619ee594ee9d0ff,40.878408,14.282777,Bakery,San Pietro a Patierno
Antica Pasticceria Vincenzo Bellavia,553e6666498eda40139a406c,40.87811414989915,14.281962904976062,Bakery,San Pietro a Patierno
Runway 06/24,534d0a6c498ec49d5d31d18c,40.87869130539647,14.281525611171991,Airport Service,San Pietro a Patierno
Victoria's Secret,543bba78498e5f46136afc41,40.878302000000005,14.281196,Lingerie Store,San Pietro a Patierno
Car rental Shuttle,52e695a8498ee20cfdf4f2ed,40.874102277437174,14.282082167152288,Bus Station,San Pietro a Patierno
Pizzazzà,4e25682c7d8bd4fd781c97a5,40.869804737707305,14.240164747587327,Pizza Place,San Carlo all'Arena
Stairs cofee and shop,55b797c7498e2e39cdd52404,40.869227,14.236210999999999,Café,San Carlo all'Arena
Tabaccaio,4e178d6862e12640d86cffc0,40.869099799999994,14.2378855,Smoke Shop,San Carlo all'Arena
Ristorante Pizzeria Al Terrazzo,4e76498245ddd432401f6333,40.87070792102641,14.244581911663325,Pizza Place,San Carlo all'Arena
Poste Italiane,51a07428498e1d8e1da59ef3,40.873535,14.270604999999998,Post Office,San Carlo all'Arena
3p arredo,5475f8de498e3c86ae566a3b,40.86633774,14.27558282,Furniture / Home Store,Poggioreale
Budget,5092480ce4b0a653c624cd6f,40.87233378291164,14.279401631520445,Rental Car Location,San Carlo all'Arena
Palazzo dello Spagnolo,51667b06e4b00f4de9289f35,40.856843099842266,14.254414542139447,Historic Site,Stella
Pizzeria Lombardi,4c838157d92ea093f9785472,40.85559567251163,14.25635119455784,Pizza Place,Stella
MADRE (Museo d'Arte contemporanea DonnaREgina),4b92ff6af964a520922d34e3,40.85523563620373,14.258523465817266,Art Museum,San Lorenzo
Da Concettina ai Tre Santi,4f9ef3fbe4b0ef2f72a3bce8,40.85750949827373,14.252234271978722,Pizza Place,Stella
Poppella,5534081e498ebe4679bc3eb5,40.85732,14.25385,Dessert Shop,Stella
Porta di San Gennaro,4d035fe5e350b60c1bab7c42,40.855338503625774,14.256005849620907,Historic Site,San Lorenzo
Pizzeria Capasso,4e4a772545dd81ecad8cde53,40.855255,14.256070999999999,Pizza Place,San Lorenzo
Carrefour Express,4e3c07c552b1a04aff043bee,40.85588844246083,14.25722290703286,Convenience Store,San Lorenzo
Trattoria 'A Cucina 'e Mammà,4c5013c77537e21e1bf34e89,40.85742782225992,14.259375676219294,Trattoria/Osteria,San Carlo all'Arena
Piazza Cavour,4c8ce4ca5e048cfabd9dd0cd,40.855549502432105,14.25509167408047,Plaza,Stella
La Campagnola - Pizzeria & Trattoria,55c127ba498e5236c52a2a98,40.855899810791016,14.255708694458008,Italian Restaurant,Stella
Caffetteria Vittoria,4e33069045dd6987a1749cc5,40.855063,14.255107999999998,Café,Stella
Imperatore,4eca347e49010f98cfa87068,40.86877622994873,14.235316952850967,Fast Food Restaurant,San Carlo all'Arena
OVS,4ddbbff2091a19449efcd60b,40.86846945467747,14.233164558871046,Clothing Store,Stella
Poseidon,4d3485155017a0936fc85b9b,40.86933761516428,14.23615648751634,Café,San Carlo all'Arena
Hotel Ferdinando II,4ef37308e5fa4c3504b5ad0b,40.86200538753173,14.26599969979957,Hotel,San Lorenzo
Hotel Villa Capodimonte,4bc8873fdc55eee1df87e8ac,40.86489258299249,14.258296343171608,Hotel,San Carlo all'Arena
Piazza Carlo III,4c58f88367ac0f47c349034c,40.86228159902997,14.266647052631862,Plaza,San Lorenzo
Ego-farm,4e98774cb63418b7e66bfa70,40.8687221008767,14.26352956438468,Gym / Fitness Center,San Carlo all'Arena
Orto Botanico,4c52a1dd384c76b0d02efe2a,40.86066123360535,14.26325798034668,Garden,San Carlo all'Arena
A' Figlia d' 'o Marenaro,4d94d6cfcf46224b0c449e94,40.859461513948666,14.262100796344676,Italian Restaurant,San Carlo all'Arena
Da Corrado,4c7450dec219224bb88c9f28,40.859674233366405,14.26195097128024,Seafood Restaurant,San Carlo all'Arena
Real Albergo Dei Poveri,4f9eb65de4b08ea03b17d2d9,40.86232367573082,14.265937236083545,Historic Site,San Lorenzo
Body Worlds Napoli,4f85dfeae4b09c6e165cbed8,40.86289705510274,14.266283626122565,Science Museum,San Carlo all'Arena
Piazza Gian Battista Vico,4c5a4869f346c928f6d44eca,40.86649237741785,14.26510249629412,Plaza,San Carlo all'Arena
Hotel Del Real Orto Botanico,4dc1a0f045dd472e9b7c4bdb,40.859722346699975,14.26242339146016,Hotel,San Carlo all'Arena
Vanity Cafe,516a83bbe4b0ac78b92e75e0,40.862274,14.266487,Café,San Lorenzo
Caffè Carlo III,52d31be611d25021b2a8f6a7,40.86204173538846,14.266368804128494,Café,San Lorenzo
Campo colli aminei,5069ff6fe4b08f0fe9a7828e,40.8723615382279,14.229809358322086,Soccer Field,San Carlo all'Arena
Metro Colli Aminei (L1),4d6e8ef42e6ea093298a1f50,40.869594419341404,14.228432178497314,Metro Station,San Carlo all'Arena
Farmacia Maddaloni,4e178e8745dd120c12063cbf,40.868694100580896,14.228730714918571,Pharmacy,Stella
Museo di Capodimonte,4b44708df964a520f2f425e3,40.86654101895334,14.25057766259452,Museum,San Carlo all'Arena
Catacombe di San Gennaro,4bc1d2312a89ef3b64bef288,40.865062616802504,14.247205877524346,Cemetery,Stella
Pizzeria E Trattoria La Taverna Di Toto’,5c9760299be522002c3f7e31,40.859442,14.250275,Pizza Place,Stella
Basilica Santa Maria Della Sanità,4f8c55f4e4b029818cf0041b,40.859372443650265,14.249331878238687,Historic Site,Stella
Tondo di Capodimonte,4ded0b6981305725078e6f29,40.86665189173782,14.248016946714857,Plaza,San Carlo all'Arena
Grand Hotel Capodimonte,4d8343f740a7a35dbdcef1bd,40.865696427903316,14.247695286729774,Hotel,Stella
Macho Lato,4f77a155e4b0e0abc49b0df4,40.86876487323831,14.267177892548,Gay Bar,San Carlo all'Arena
Ponti Rossi,4fdb914fe4b0ba0b183cbe81,40.87183333248503,14.265954271639776,Other Great Outdoors,San Carlo all'Arena
Palestra Vegetha2,4e8b8f6655037f60ca322b4e,40.871555935516724,14.261894187677836,Gym,San Carlo all'Arena
NAC - Napoli Airlines Center,4f32c057e4b015f62ca82f78,40.87583784002037,14.268481234772482,Basketball Stadium,San Carlo all'Arena
Napolimania,4fe56e64e4b0af2e670e113b,40.87941523812044,14.276448556629033,Gift Shop,San Pietro a Patierno
Naples Experience Hostel,590cb6d31c675b2cd7ebbf9f,40.866966,14.2695055,Hostel,San Carlo all'Arena
Franco Il Giornalaio,4e2287a61838712abe7e8508,40.86628821001735,14.265176316624894,Bookstore,San Carlo all'Arena
Il Rusticone,4f9a7510e4b0027bd35ee1b4,40.87903038936288,14.235151601264011,Italian Restaurant,Piscinola
Sanitel Group,58d9542a0802cb1557ed5d47,40.8756166,14.244817499999998,Home Service,San Carlo all'Arena
Teatro San Ferdinando,4f999680e4b05c4491514e9b,40.8573,14.263320000000002,Theater,San Lorenzo
Piazza Eduardo De Filippo,50a49803e4b052be2310c9ac,40.85738,14.263117000000001,Plaza,San Lorenzo
Manfredi Arredamenti,4e32cb44b3ad709bd62b5267,40.87623875957061,14.265553951263428,Furniture / Home Store,San Carlo all'Arena
Pasticceria Attanasio,4b92fee5f964a5206c2d34e3,40.853188,14.269028,Bakery,San Lorenzo
Sfogliatelab,546ed9c5498e591c7c4f6f6b,40.85332459276892,14.271498588001494,Candy Store,Zona Industriale
Lello Granite,4e5a1e33e4cd875e8eb72882,40.855262152831564,14.267368229823582,Juice Bar,San Lorenzo
Ristorante Pizzeria Da Donato,4d9481c258caa143c767ac25,40.8501332998144,14.269464009486866,Italian Restaurant,Mercato
Caffe' Mexico,4c9484f3f244b1f7e5d7221d,40.85297914459485,14.271306233242724,Café,Zona Industriale
B&B Hotel Napoli,56ee8bb9498e3b34bcbaa242,40.85307069378478,14.268095605516427,Bed & Breakfast,San Lorenzo
La Cantina dei Mille,4c38753d0a71c9b665a040c9,40.851546572361116,14.269108448737748,Italian Restaurant,Mercato
Flying Tiger,567c10be498e4bc92cd94c5d,40.85222065775049,14.272023519454804,Gift Shop,Zona Industriale
Vincenzo Costa,4dc700611f6ef43b8a3cbd1d,40.85354392244274,14.265556775852199,Pizza Place,San Lorenzo
Pizzeria Da Gaetano,4d83580181fdb1f75f96e4bf,40.855183373157296,14.266567553004675,Pizza Place,San Lorenzo
Sweet Sleep,4e0382d3a809d5cf452893aa,40.85311749884512,14.267164024420259,Hotel,San Lorenzo
Mimì alla Ferrovia,4c9211462626a1cd2535376b,40.85349037480387,14.267253721730096,Italian Restaurant,San Lorenzo
La Feltrinelli Express,4c4039b87beab71326409555,40.851917840985436,14.271927037729006,Bookstore,Zona Industriale
ibis Styles Napoli Garibaldi,55fc0eca498ef4752a22630e,40.8506961861221,14.270441446874885,Hotel,Mercato
Ristorante Iris,4dc6821b2271f27051474ee0,40.851810448165004,14.269405031240785,Food,Zona Industriale
Lanificio25,4c9bcd2b7d69b713104b1cc2,40.85499515686399,14.264841460950866,Performing Arts Venue,San Lorenzo
Pizzeria Tutino,4dc5ac132271f2705133b5be,40.84925933044949,14.26852098510809,Food,Pendino
Cine Holiday Hotel,5144b6e4e4b0f632b82856ba,40.85104678680492,14.269129585522066,Hotel,Mercato
Cuori di Sfogliatella,572f2b4f498efaf00478d430,40.853432868142136,14.271690825730458,Dessert Shop,Zona Industriale
Pizzeria Franco,4fd7bbc0e4b083608f70638b,40.85123497583054,14.272167816408135,Pizza Place,Zona Industriale
Eccellenze costiera,56f6594e498e7f81191ad692,40.853113,14.272437,Dessert Shop,Zona Industriale
Mercure Hotel Garibaldi Napoli,4bce129e88dbce722d08932c,40.8506040318878,14.270487235394926,Hotel,Mercato
Ristorante Ettore,4e1b2761b61cda006c7c7f41,40.85207604309583,14.270852384921213,Italian Restaurant,Zona Industriale
O' Scugnizzo,519e5e65498edf84801f867f,40.85482139035897,14.27130353582191,Pizza Place,San Lorenzo
Vyta Boulangerie Italiana,4f33eb540cd60690b74b63b0,40.85227232367572,14.271961023437877,Café,Zona Industriale
UNA Hotel Napoli,4c195569834e2d7f0a412a80,40.85183307377836,14.267719040009757,Hotel,Zona Industriale
Starhotels Terminus,4bc8873ddc55eee1de87e8ac,40.85189076388923,14.271566281224045,Hotel,Zona Industriale
Burger King,59e71c7ddd844271997a26ea,40.853285,14.271730999999999,Fast Food Restaurant,Zona Industriale
MD Discount,5233477b498e0cb362dff125,40.85203005651485,14.266107591736437,Food & Drink Shop,Pendino
Il Caffè di Napoli,4f4e0a1fe4b05dbcebf2928e,40.8504029108181,14.26617865445152,Café,Pendino
Porta Capuana,4d11b5a2396ba0935d9dcfb2,40.854501876429026,14.265897486460169,Plaza,San Lorenzo
Hotel San Pietro,53770db711d2b5bc6b9bcebc,40.851161910872065,14.266224638854235,Hotel,Pendino
B&B Firenze 32,4f8f097fe4b040530b8495bd,40.8544922931408,14.270590829005029,Bed & Breakfast,San Lorenzo
Caffè Ferrieri,4d5a1e84c88da1cd61954168,40.853443686141325,14.271703737427218,Café,Zona Industriale
La Brace,4e4fffefd4c0b6da5d8640e5,40.85112,14.269067999999999,Italian Restaurant,Mercato
Stazione Napoli Garbaldi,5a100dcc6fd62668f80f8349,40.85103714992695,14.27297606663929,Train Station,Zona Industriale
Hostel Mancini Naples,4e3cd6912271d21e86eed9ed,40.85206349096729,14.265959391100896,Hostel,San Lorenzo
Tentazioni,4f107076e4b0804e893be0f1,40.8520393739995,14.27219631605188,Café,Zona Industriale
Grand Hotel Europa,4d9f263151632d431f552e5d,40.85439,14.272789999999999,Hotel,Vicaria
Piazza Nolana,518021a7e4b0333ac6b24564,40.85054198113085,14.2686686293077,Plaza,Mercato
Maraucci,5578818b498ebcbda4c50118,40.850237,14.268315,Italian Restaurant,Pendino
Binario 18,4f545429e4b02d0eb57ee07c,40.85281307213499,14.274858464393356,Platform,Zona Industriale
Binario 24,52368bcc11d2cc2df6506d57,40.852886658561424,14.275011793953135,Platform,Zona Industriale
Vittorio Carraturo,4fbddab2e4b0a1f9312bc57a,40.84933965554318,14.26879355913311,Café,Mercato
Hertz,55b8c87b498ec687dab39150,40.84998882143096,14.2726550798178,Rental Car Location,Mercato
Trattoria Da Giovanni,4db2c80781543d71da20ef50,40.84923422212373,14.269503389740605,Trattoria/Osteria,Mercato
Stazione di Porta Nolana,507d4076e4b01637554e6d03,40.849136833622985,14.269793001631786,Metro Station,Mercato
Basilica di San Lorenzo Maggiore,4d037b75347da1cd1cad258f,40.85088014661571,14.257398994211659,Church,San Lorenzo
Napoli Sotterranea,4dea59d122713dd9739096ba,40.85097485439497,14.257038301200984,Historic Site,San Lorenzo
Trattoria Gerolomini,59450e3067a9fe24f1bd0057,40.851483,14.258469,Trattoria/Osteria,San Lorenzo
Di Matteo,4bf138d5b315c9b6baba93ff,40.85127401244939,14.258028756235348,Pizza Place,San Lorenzo
Pizzeria Sorbillo,4b92fe3af964a520382d34e3,40.850345430971984,14.255328073770821,Pizza Place,San Lorenzo
Pio Monte Della Misericordia,4cee8f087db3224b336a282e,40.85182415690263,14.2604669515419,Art Museum,Pendino
Caffetteria San Gennnaro,4e6388531838ad3d0f43b7ce,40.8518829345703,14.2592926025391,Café,San Lorenzo
Valenti,5b6610cc054e290039909788,40.850731,14.256499,Ice Cream Shop,San Lorenzo
Wine Bar Da Mario,57ab138b498e967299413130,40.849883533283204,14.259599176438318,Wine Bar,Pendino
Albergo Palazzo Decumani Hotel Naples,4bd777a3304fce72d79933ab,40.848943726863155,14.259058982044012,Hotel,Pendino
Donna Sofia,50dda316e4b021301fcc1010,40.8511849220686,14.257796724031715,Pizza Place,San Lorenzo
Napoli Notte,520422d7498e1bf7d15e5c5f,40.85071440470338,14.255074639808724,Cocktail Bar,San Lorenzo
L'area archeologica di San Lorenzo Maggiore,530e0ba6498e140e0618f7f1,40.85070302686957,14.257898214407508,Historic Site,San Lorenzo
Taralleria Napoletana,59e34c44e1f2281644090872,40.848781,14.256260999999999,Deli / Bodega,San Lorenzo
Palazzo Decumani,4d08f203e554721ecc92c4f8,40.848995267019895,14.25907679134542,Hotel,Pendino
Decumano 31,54311c96498e648f00a6311c,40.84930493348739,14.257828539917138,Fried Chicken Joint,San Lorenzo
Il mantegno,519bf128498e1ec3fc601cd6,40.84856232647225,14.255835471465149,Wine Bar,Porto
Trattoria da Carmine,4da5f577f7b16ce044af3611,40.850815999999995,14.256977,Trattoria/Osteria,San Lorenzo
A'Lucianella,565f478d498e58a1c7042d5e,40.851024,14.257276999999998,Campanian Restaurant,San Lorenzo
Tandem,51dd542c498ef0d2569c2e87,40.84831316197223,14.256405083780859,Italian Restaurant,Pendino
pasticceria G. Mazzaro,50cde153e4b0c490c867a594,40.85043360300876,14.255594228406913,Café,San Lorenzo
Complesso Museale di Santa Maria delle Anime del Purgatorio ad Arco,4ec8eee89a52756c57666d7d,40.85049791091891,14.255805742337186,Church,San Lorenzo
Campagnola,4ddd4b3dc65bfd579e26a713,40.85068416135135,14.256296842206329,Mediterranean Restaurant,San Lorenzo
I Decumani,4c0a57ce7e3fc9285460f382,40.85095728206717,14.256985281753915,Pizza Place,San Lorenzo
Bar Nilo,5049fe0be4b0c3345c58f909,40.84878421116665,14.256228710367784,Café,San Lorenzo
Antica Osteria Pisano,4ca0e5dc54c8a1cdf9afa34b,40.850064,14.260357999999998,Italian Restaurant,Pendino
Palazzo Caracciolo Hotel Naples,4bdf1da07ea362b5315643c4,40.854851860140435,14.2614637951649,Hotel,San Lorenzo
Il Cuoppo,5337fa1c498e1331006a369f,40.84917046282738,14.25759382169918,Friterie,Pendino
Shanti,549a0977498ece50b14c6ad2,40.848651974967474,14.256081527283966,Cocktail Bar,Porto
La Cantina del Sole,50a7e3bce4b05407c26a6da8,40.84861213481224,14.25594906836235,Italian Restaurant,Porto
Caffè Capparelli,4f62371be4b00c2a00f7450a,40.85099112475713,14.257090548066676,Bar,San Lorenzo
Caffe' Ciorfito,4d21c6cd5acaa35da0c0d235,40.849086350113225,14.258137019326055,Café,Pendino
Scimmia Factory,53810d03498e1120b2c65ea3,40.84850196909312,14.255438038043135,Ice Cream Shop,San Giuseppe
Voglia di Graffa,51211967e4b0e90c69c1fe36,40.850343362275574,14.255233626423399,Donut Shop,San Lorenzo
Teatro Romano,4e9c20925503cfce74dfa4cd,40.85220750695208,14.25690976660608,Historic Site,San Lorenzo
La Figlia del Presidente,4f50be3be4b04150a633237e,40.8488725494095,14.259300571569273,Pizza Place,Pendino
Caffè Diaz,55f55cf0498e36137010cbd5,40.850285,14.254724,Café,San Lorenzo
Il Pizzaiolo del Presidente,4ccd63bac9b8468814c7c2c3,40.85159,14.2591,Pizza Place,Pendino
Castel Capuano,4e2d2c83aeb745b1fad50862,40.85300375602419,14.263345015784722,Castle,San Lorenzo
Il Figlio del Presidente,4ebadf2cbe7b43ede3919726,40.851520520563604,14.259435474651045,Pizza Place,Pendino
Le Sorelle Bandiera,507d5882e4b0751354d24543,40.85148384505229,14.257229962006766,Pizza Place,San Lorenzo
Pizzeria Imperatore 1906,5b095d12e7a237002c41cb36,40.850636,14.260057999999999,Pizza Place,Pendino
La Regina Dei Tribunali Pizzeria,52bf4ff3498e60dbea80701b,40.851676498034266,14.258879010536528,Pizza Place,San Lorenzo
Naples Pizza Hostel,4c2871a5360cef3b2b12bedc,40.852202155455025,14.256099015785287,Hostel,San Lorenzo
o'cerreiglio,55d102af498e93744f60bd7b,40.84890647497078,14.257073341449766,Trattoria/Osteria,Pendino
Hosteria E Pizzeria Masaniello,5b61f267840fc2002ca57022,40.851156,14.257643,Italian Restaurant,San Lorenzo
M Gallery,4f5068a7e4b02bef42758db5,40.854776202760135,14.261564843225177,Restaurant,San Lorenzo
Pasticceria Capriccio,5129ff7290e7d465c80aeb77,40.854753796868565,14.262678623199465,Dessert Shop,San Lorenzo
Antica Pizzeria de' Figliole,4d5fd341b19fa143ec87ecc8,40.85116122644083,14.263574095221644,Pizza Place,San Lorenzo
L'Antica Pizzeria da Michele,4b3b7359f964a520057425e3,40.849704007798415,14.263522256922636,Pizza Place,Pendino
Trianon da Ciro,4bd8120a35aad13a260390f3,40.850120000000004,14.26358,Pizza Place,Pendino
Pizzeria D'Angeli,4ffc1dfde4b0dfc828afbef5,40.84967958428609,14.263523556828591,Pizza Place,Pendino
Shopping Corso Umberto,5056ec2de4b0719d691123c5,40.84958258209507,14.264449471937445,Clothing Store,Pendino
Palazzo San Michele,59c37b8ae1f0aa5cca6382b9,40.850355,14.264969,Hotel,Pendino
Pizzeria Fortuna,5218f6ba498ee1061f25c3a0,40.85211908847522,14.26694801590326,Pizza Place,San Lorenzo
Hotel Garibaldi,4b5e9ce7f964a520f39329e3,40.852155524608605,14.266965051578914,Hotel,San Lorenzo
Teatro Totò,4f108ff1e4b0958ec03f1557,40.85776,14.26203,Theater,San Lorenzo
Hotel Garden Napoli,4bc88764dc55eee1fe87e8ac,40.85351750158635,14.267683236232813,Hotel,San Lorenzo
Bar Mexico,5162a035e4b082d0c157450b,40.8494758605957,14.263669967651367,Café,Pendino
Pizza e' Coccos',51cc2cdf498eacc8d36f75bc,40.85670020829153,14.267283051227267,Pizza Place,San Lorenzo
Piazza Nazionale,4dd92c13b0fb8af380b04544,40.85863797119625,14.274006636471364,Plaza,Vicaria
Lucignolo Bella Pizza,4de94c26d4c0faa56445f51e,40.85780454975593,14.273156273859547,Pizza Place,Vicaria
Pizzeria Oliva,4fe389ede4b00b767a70ff9c,40.86097813173173,14.266725921393194,Pizza Place,San Lorenzo
Pizzeria Sofia,4c9d11547c096dcbac83c7d1,40.86046766933438,14.269844109672945,Pizza Place,San Lorenzo
Coop,4cff55bc7c5637044ba6a9f0,40.86271164285298,14.270109678471966,Supermarket,Vicaria
Bar Sabato,4e4e225b2271a1bdc3cb97cc,40.85874537219097,14.274239468937497,Café,Vicaria
Il Cornettone,5043d585e4b01446abde1152,40.86294937133789,14.267400741577148,Pastry Shop,San Lorenzo
Neapolis,4e750801483b0cf5ec91f440,40.847442899945534,14.256889303680722,Greek Restaurant,Pendino
Pizzeria Hostaria A Casa Di Federico,4f632033e4b08383b04ce60b,40.848324113908525,14.263116459682992,Pizza Place,Pendino
1947 Pizza Fritta,57bb40bb498ed93323ff6411,40.84889598849569,14.26374227983615,Pizza Place,Pendino
Dolce Amaro Caffe,4ee360cc77c8e893171069cf,40.8479174627968,14.261615948349519,Café,Pendino
Re Ferdinando,4d00c7996edfa09381ca0d15,40.84669716068764,14.259549044447214,Pizza Place,Pendino
Tandem d'asporti,56311c4f498e3bc732914e93,40.846408614400175,14.256005849620907,Sandwich Place,Porto
Via Foria,4d1b96224ff98cfa2d9eb33e,40.859135737212526,14.261798858642578,Road,San Lorenzo
OVS,50964f1fe4b0b6c7182dcb22,40.860298756898324,14.275698939536033,Clothing Store,Vicaria
